loan_account_no,product_description,loan_origination_date,bureau_score,down_payment_amount,branch_name,res_years_at_current_city,res_years_at_current_address,interest_rate,loan_asset_cost,gender,channel,age,number_of_installments,res_city,res_province,total_income,asset_model,industry,nature_of_business,marital_status,manufacturer,occupation_type,res_resident_status,years_in_occupation,has_existing_loan,number_of_dependents,days_past_due,label_determination_date,label_is_mature,TARGET
PH14987487895572930915,Motorcycle Loan,2025-04-26,773,15000,Cebu City,9,0,17.58,87567,Female,DEALER,58,24,Cebu City,Cebu,17985,ADV 160,Retail,Trading,Single,Honda,Sari-sari Store Owner,Living with Parents,4,No,0,13,2025-11-04,True,0
PH18213626303991643203,Motorcycle Loan,2026-03-19,733,12000,Cubao QC,2,0,13.97,61159,Male,DIRECT,18,24,Quezon City,Metro Manila,56420,Click 125i,Manufacturing,Manufacturing,Married,Honda,Employed,Rented,0,No,1,0,2026-08-26,False,0
PH12126894874278474953,Motorcycle Loan,2024-07-12,725,10000,Iloilo,10,9,20.92,56079,Male,DEALER,56,36,Iloilo City,Iloilo,16615,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Living with Parents,1,No,6,1,2024-11-12,True,0
PH19317290383644921417,Motorcycle Loan,2026-02-16,-1,18500,Iloilo,17,14,18.98,131394,Male,DEALER,40,24,Iloilo City,Iloilo,22106,Mio i 125,Remittance-dependent,Services,Single,Yamaha,OFW Dependent,Owned,14,No,0,1,2026-07-25,False,0
PH14073816653927251774,Motorcycle Loan,2025-05-02,599,13500,General Santos,10,5,18.44,95734,Female,DEALER,56,24,General Santos,South Cotabato,19483,Rouser NS200,Construction,Services,Single,Kawasaki,Construction Worker,Rented,2,No,0,16,2025-11-01,True,0
PH11435097001115294623,Motorcycle Loan,2026-05-23,-1,15500,Cebu City,2,0,13.98,112546,Male,DEALER,42,12,Cebu City,Cebu,8030,TMX 125 Alpha,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,20,No,6,151,2026-09-04,False,1
PH13541658005539525175,Motorcycle Loan,2025-08-22,-1,12500,General Santos,12,2,21.41,98859,Male,DEALER,30,12,General Santos,South Cotabato,16571,Mio Aerox,Retail,Trading,Live-in,Yamaha,Sari-sari Store Owner,Living with Parents,0,No,2,139,2026-01-11,True,1
PH14250602251039216444,Motorcycle Loan,2026-03-23,588,11000,Cagayan de Oro,13,13,13.09,89991,Female,DEALER,39,18,Cagayan de Oro,Misamis Oriental,30885,Mio Aerox,Retail,Trading,Single,Yamaha,Employed,Owned,18,No,5,9,2026-08-03,False,0
PH12556019783479391777,Motorcycle Loan,2024-07-02,583,6000,Quiapo Manila,16,2,13.42,53878,Male,DEALER,47,12,Manila,Metro Manila,17920,Beat 110,Construction,Services,Single,Honda,Construction Worker,Rented,2,No,0,6,2024-12-04,True,0
PH15879342262993499852,Motorcycle Loan,2025-09-23,612,11500,Quiapo Manila,10,2,24.15,83363,Male,DEALER,28,24,Manila,Metro Manila,15328,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Owned,10,No,1,1,2026-02-04,True,0
PH19774872879211787734,Motorcycle Loan,2025-02-02,605,11000,Cebu City,18,18,24.48,85481,Female,DIRECT,58,36,Cebu City,Cebu,13997,Mio Aerox,Construction,Services,Single,Yamaha,Construction Worker,Living with Parents,7,Yes,1,1,2025-06-13,True,0
PH13189284193572839629,Motorcycle Loan,2024-09-01,597,8000,Cubao QC,22,7,13.41,63887,Male,DEALER,39,24,Quezon City,Metro Manila,21774,Smash 115,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Living with Parents,1,Yes,4,30,2025-03-13,True,0
PH13201969204005806197,Motorcycle Loan,2026-05-23,-1,17000,Caloocan,23,13,19.43,101452,Female,DEALER,21,24,Caloocan,Metro Manila,8230,NMAX 155,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Living with Parents,2,No,2,1,2026-11-25,False,0
PH12910768189739334048,Motorcycle Loan,2025-08-25,-1,18500,Cubao QC,26,2,23.91,103058,Male,ONLINE,32,24,Quezon City,Metro Manila,59156,Skydrive 125,BPO,Services,Widowed/Separated,Suzuki,Employed,Living with Parents,0,No,6,0,2026-02-17,True,0
PH15099424222246631768,Motorcycle Loan,2024-06-15,659,8000,Caloocan,10,3,22.91,74664,Female,DEALER,24,18,Caloocan,Metro Manila,18521,ADV 160,Construction,Services,Single,Honda,Construction Worker,Owned,1,No,1,7,2024-12-25,True,0
PH18767362417167533578,Motorcycle Loan,2024-09-20,737,19500,General Santos,3,0,15.56,103358,Male,DEALER,41,24,General Santos,South Cotabato,20568,TMX 125 Alpha,Construction,Services,Widowed/Separated,Honda,Construction Worker,Living with Parents,13,No,6,12,2025-02-13,True,0
PH15311164181605546971,Motorcycle Loan,2026-04-08,732,17500,Cebu City,26,0,15.4,93995,Male,DEALER,37,18,Cebu City,Cebu,14994,Smash 115,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Rented,11,No,3,3,2026-08-25,False,0
PH11250177577436906727,Motorcycle Loan,2025-05-23,-1,14000,Quiapo Manila,27,15,19.78,85418,Male,DEALER,53,18,Manila,Metro Manila,22263,Skydrive 125,Retail,Trading,Single,Suzuki,Sari-sari Store Owner,Living with Parents,17,Yes,0,0,2025-12-08,True,0
PH14030906473893128208,Motorcycle Loan,2026-03-23,-1,9000,Davao,9,6,18.63,64642,Female,DIRECT,49,24,Davao City,Davao del Sur,15277,Sniper 150,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Owned,2,No,5,8,2026-08-10,False,0
PH14308280681291675040,Motorcycle Loan,2025-08-06,729,10500,Quiapo Manila,19,13,22.2,58468,Male,DEALER,46,24,Manila,Metro Manila,10670,Mio Aerox,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Owned,6,No,2,1,2026-02-20,True,0
PH15820088528473017304,Motorcycle Loan,2024-12-09,-1,5000,Cagayan de Oro,10,6,14.57,45957,Male,DEALER,49,18,Cagayan de Oro,Misamis Oriental,10432,TMX 125,Transport,Services,Married,TMX,Tricycle/Jeepney Driver,Owned,6,No,4,4,2025-06-11,True,0
PH12412190726267580013,Motorcycle Loan,2026-03-06,729,18000,Cagayan de Oro,30,17,15.03,124414,Female,DIRECT,41,24,Cagayan de Oro,Misamis Oriental,10666,NMAX 155,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Owned,18,Yes,3,2,2026-07-10,False,0
PH18087585635249331526,Motorcycle Loan,2026-03-22,583,8500,Quiapo Manila,1,0,24.18,85246,Male,DEALER,35,24,Manila,Metro Manila,22910,Uno 100,Remittance-dependent,Services,Single,Rusi,OFW Dependent,Owned,2,No,4,5,2026-08-30,False,0
PH17059941769411075153,Motorcycle Loan,2024-06-14,621,10000,Iloilo,8,8,21.73,64988,Female,DIRECT,45,24,Iloilo City,Iloilo,9903,Mio Aerox,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Rented,7,No,1,14,2024-11-28,True,0
PH15503289801815146057,Motorcycle Loan,2026-02-08,743,15000,Quiapo Manila,5,4,24.57,107879,Male,DEALER,25,24,Manila,Metro Manila,18357,Smash 115,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Rented,2,Yes,5,14,2026-07-04,False,0
PH12777327560952621296,Motorcycle Loan,2025-06-20,647,30500,Cagayan de Oro,28,17,14.61,159704,Female,ONLINE,34,36,Cagayan de Oro,Misamis Oriental,11915,Raider R150,Transport,Services,Live-in,Suzuki,Tricycle/Jeepney Driver,Owned,2,No,4,6,2025-11-23,True,0
PH16736464199424457715,Motorcycle Loan,2024-08-25,-1,17500,Quiapo Manila,0,0,16.89,93445,Male,DEALER,29,24,Manila,Metro Manila,41212,Flash 115,Remittance-dependent,Services,Single,Rusi,OFW Dependent,Rented,9,No,1,5,2025-01-06,True,0
PH15591706889207279674,Motorcycle Loan,2026-05-13,-1,12500,Cagayan de Oro,5,1,19.23,72854,Male,DIRECT,51,24,Cagayan de Oro,Misamis Oriental,14860,Mio Aerox,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Owned,13,No,4,2,2026-09-17,False,0
PH13695798458396039721,Motorcycle Loan,2025-08-08,-1,13500,Cagayan de Oro,25,4,24.88,74847,Female,ONLINE,30,36,Cagayan de Oro,Misamis Oriental,10453,Mio Aerox,Retail,Trading,Live-in,Yamaha,Other Self Employed,Living with Parents,10,No,2,107,2025-12-02,True,1
PH11629279187380987707,Motorcycle Loan,2025-01-05,721,9000,Iloilo,19,4,15.09,53164,Female,DEALER,41,24,Iloilo City,Iloilo,19254,DLX 110,Retail,Trading,Single,Rusi,Sari-sari Store Owner,Living with Parents,10,No,5,0,2025-05-28,True,0
PH11840518603906448630,Motorcycle Loan,2025-03-01,-1,18000,Quiapo Manila,27,14,14.04,94483,Female,DIRECT,31,18,Manila,Metro Manila,22949,Click 125i,Retail,Trading,Married,Honda,Sari-sari Store Owner,Living with Parents,2,Yes,5,14,2025-07-31,True,0
PH19173259006697649616,Motorcycle Loan,2025-07-26,-1,17000,Caloocan,0,0,21.43,96015,Male,DEALER,20,18,Caloocan,Metro Manila,30740,TMX 125,Remittance-dependent,Services,Live-in,TMX,OFW Dependent,Owned,0,No,3,1,2025-12-11,True,0
PH10326813978475169196,Motorcycle Loan,2025-05-15,566,14000,Quiapo Manila,6,2,19.92,94146,Female,DEALER,39,36,Manila,Metro Manila,8357,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Rented,3,No,5,4,2025-10-01,True,0
PH10952260785753036178,Motorcycle Loan,2024-09-15,-1,15000,Cubao QC,1,1,15.09,79015,Male,DEALER,32,18,Quezon City,Metro Manila,13944,Raider R150,Transport,Services,Widowed/Separated,Suzuki,Tricycle/Jeepney Driver,Living with Parents,10,No,0,2,2025-04-09,True,0
PH11898997153228370937,Motorcycle Loan,2025-12-14,657,16500,Cebu City,17,7,14.04,121211,Female,DIRECT,36,18,Cebu City,Cebu,20478,Beat 110,Retail,Trading,Live-in,Honda,Other Self Employed,Living with Parents,2,Yes,4,0,2026-06-22,False,0
PH13313474096730993934,Motorcycle Loan,2024-07-16,-1,15000,Davao,7,6,20.24,104409,Female,DIRECT,52,24,Davao City,Davao del Sur,16914,Beat 110,Retail,Trading,Married,Honda,Sari-sari Store Owner,Owned,13,Yes,0,143,2024-10-15,True,1
PH15758294876288280002,Motorcycle Loan,2025-10-08,718,10500,Cebu City,23,20,19.55,89028,Male,DEALER,49,24,Cebu City,Cebu,28393,Mio Aerox,BPO,Services,Single,Yamaha,Other Self Employed,Owned,0,No,4,4,2026-03-18,True,0
PH10102207656176076991,Motorcycle Loan,2024-10-30,-1,18000,General Santos,23,5,24.28,150468,Male,DEALER,33,36,General Santos,South Cotabato,8619,Rouser NS200,Transport,Services,Married,Kawasaki,Tricycle/Jeepney Driver,Owned,2,No,6,223,2025-02-15,True,1
PH13315401526062500051,Motorcycle Loan,2025-09-04,589,8000,Quiapo Manila,29,9,13.28,65378,Male,DEALER,49,24,Manila,Metro Manila,25692,Mio Aerox,Retail,Trading,Widowed/Separated,Yamaha,Employed,Rented,14,Yes,2,2,2026-03-21,True,0
PH15244740008629115551,Motorcycle Loan,2025-02-14,-1,9500,Cagayan de Oro,16,9,12.36,65898,Female,DIRECT,28,24,Cagayan de Oro,Misamis Oriental,20444,NMAX 155,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Living with Parents,0,Yes,6,7,2025-06-18,True,0
PH12463458880215816099,Motorcycle Loan,2025-02-04,752,14500,Quiapo Manila,10,10,24.9,85435,Male,DEALER,52,24,Manila,Metro Manila,17753,Mio i 125,Retail,Trading,Married,Yamaha,Sari-sari Store Owner,Owned,12,No,0,2,2025-08-28,True,0
PH19753681206597140981,Motorcycle Loan,2025-05-28,762,6500,Quiapo Manila,25,18,16.9,46896,Female,DEALER,40,36,Manila,Metro Manila,38204,Click 125i,Remittance-dependent,Services,Married,Honda,OFW Dependent,Rented,9,No,4,11,2025-11-18,True,0
PH17753190748718328159,Motorcycle Loan,2025-08-09,-1,22000,Cubao QC,10,5,17.91,146090,Male,DEALER,37,24,Quezon City,Metro Manila,20881,Beat 110,Retail,Trading,Single,Honda,Sari-sari Store Owner,Owned,8,Yes,2,159,2025-11-29,True,1
PH16617572292858198929,Motorcycle Loan,2025-03-18,746,11500,Cubao QC,9,7,24.95,65748,Female,DEALER,32,24,Quezon City,Metro Manila,15793,NMAX 155,Retail,Trading,Married,Yamaha,Other Self Employed,Owned,1,Yes,0,9,2025-10-13,True,0
PH10012339273883323491,Motorcycle Loan,2025-03-28,624,13000,Cebu City,22,17,19.05,101449,Male,ONLINE,53,36,Cebu City,Cebu,20812,Mio i 125,Retail,Trading,Live-in,Yamaha,Sari-sari Store Owner,Rented,17,No,3,0,2025-09-20,True,0
PH16055015221300778711,Motorcycle Loan,2025-01-18,-1,5500,Cebu City,30,5,24.16,50134,Male,DEALER,41,18,Cebu City,Cebu,11039,Mio i 125,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,14,No,3,3,2025-06-24,True,0
PH14872126766774687843,Motorcycle Loan,2024-10-23,-1,13000,Quiapo Manila,29,4,17.99,96239,Male,DEALER,38,12,Manila,Metro Manila,17305,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,8,No,6,5,2025-03-09,True,0
PH13592567801836587940,Motorcycle Loan,2026-06-03,-1,11500,Quiapo Manila,1,1,22.4,69788,Male,DIRECT,39,36,Manila,Metro Manila,37852,TMX 125 Alpha,BPO,Services,Single,Honda,Employed,Living with Parents,19,No,2,23,2026-11-06,False,0
PH12225073424208152707,Motorcycle Loan,2024-06-26,604,7500,Quiapo Manila,19,18,20.92,61244,Male,DEALER,40,24,Manila,Metro Manila,25945,TMX 125 Alpha,Retail,Trading,Married,Honda,Employed,Rented,15,No,2,3,2025-01-21,True,0
PH13325860661569777040,Motorcycle Loan,2025-04-01,599,20500,Cagayan de Oro,19,12,22.88,137068,Male,ONLINE,32,18,Cagayan de Oro,Misamis Oriental,27849,Beat 110,Government,Services,Single,Honda,Other Self Employed,Owned,1,Yes,2,9,2025-09-18,True,0
PH19944086382312621037,Motorcycle Loan,2024-11-14,-1,14500,Quiapo Manila,21,10,24.31,94687,Female,DEALER,34,18,Manila,Metro Manila,10495,TMX 125 Alpha,Transport,Services,Live-in,Honda,Tricycle/Jeepney Driver,Owned,16,No,4,53,2025-06-04,True,0
PH14686370261733297587,Motorcycle Loan,2025-09-05,616,4500,Cubao QC,9,5,12.93,45219,Male,DEALER,58,36,Quezon City,Metro Manila,48918,Mio i 125,Manufacturing,Manufacturing,Married,Yamaha,Employed,Owned,19,Yes,3,10,2026-03-13,True,0
PH18277407139322296112,Motorcycle Loan,2025-01-16,-1,15000,Quiapo Manila,10,3,22.07,149813,Female,DEALER,55,24,Manila,Metro Manila,14233,Click 125i,Transport,Services,Widowed/Separated,Honda,Tricycle/Jeepney Driver,Owned,15,No,2,16,2025-05-22,True,0
PH17691662847704424099,Motorcycle Loan,2024-10-06,-1,9000,Quiapo Manila,21,11,12.45,75240,Male,DEALER,57,24,Manila,Metro Manila,13831,ADV 160,Retail,Trading,Married,Honda,Other Self Employed,Living with Parents,5,No,5,160,2025-02-06,True,1
PH16416113983756115253,Motorcycle Loan,2025-04-02,641,26500,Quiapo Manila,15,8,14.0,152801,Female,DEALER,23,24,Manila,Metro Manila,19333,Raider R150,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Living with Parents,3,No,3,3,2025-10-12,True,0
PH19257281095531213971,Motorcycle Loan,2024-06-25,745,10000,Cagayan de Oro,22,6,20.47,74209,Male,DIRECT,28,12,Cagayan de Oro,Misamis Oriental,15643,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Rented,6,Yes,3,2,2025-01-02,True,0
PH16924859350236167767,Motorcycle Loan,2024-09-04,600,14000,Quiapo Manila,7,7,22.36,77156,Male,DEALER,24,36,Manila,Metro Manila,8233,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Rented,0,Yes,3,142,2024-12-13,True,1
PH10065244615640311040,Motorcycle Loan,2024-09-05,-1,11000,General Santos,13,4,16.36,62184,Male,DEALER,38,24,General Santos,South Cotabato,17430,CT100,Construction,Services,Single,Kawasaki,Construction Worker,Owned,6,No,5,7,2025-02-16,True,0
PH13059138438028160731,Motorcycle Loan,2025-05-24,-1,27500,General Santos,21,7,14.98,151471,Male,DEALER,56,12,General Santos,South Cotabato,15131,TMX 125,Construction,Services,Single,TMX,Construction Worker,Living with Parents,17,Yes,4,134,2025-09-24,True,1
PH15790562456358418540,Motorcycle Loan,2025-05-31,627,28000,Davao,24,16,13.28,155208,Female,DEALER,44,24,Davao City,Davao del Sur,9108,Beat 110,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,3,No,1,125,2025-10-27,True,1
PH19415716393576545681,Motorcycle Loan,2025-07-02,596,9000,Quiapo Manila,13,5,13.75,60742,Male,DIRECT,48,18,Manila,Metro Manila,21550,Skydrive 125,Retail,Trading,Widowed/Separated,Suzuki,Other Self Employed,Living with Parents,19,Yes,5,2,2025-12-27,True,0
PH12479692408622103846,Motorcycle Loan,2026-04-01,-1,24000,Quiapo Manila,29,18,23.49,159304,Male,DIRECT,55,24,Manila,Metro Manila,17466,Click 125i,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,7,No,5,1,2026-09-01,False,0
PH10998430908925382862,Motorcycle Loan,2024-06-28,610,20000,Cubao QC,5,3,20.73,116664,Male,DEALER,40,36,Quezon City,Metro Manila,10196,Mio Aerox,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Rented,0,No,2,173,2024-10-27,True,1
PH19104039947316892708,Motorcycle Loan,2026-02-19,-1,10000,Cebu City,15,6,16.99,93550,Male,DEALER,28,18,Cebu City,Cebu,36653,Click 125i,Remittance-dependent,Services,Married,Honda,OFW Dependent,Owned,0,No,0,11,2026-07-05,False,0
PH16370040089582458765,Motorcycle Loan,2026-03-21,766,20000,Quiapo Manila,4,0,22.1,110667,Female,DIRECT,21,36,Manila,Metro Manila,14116,NMAX 155,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Owned,3,No,5,1,2026-09-06,False,0
PH13676314209525354061,Motorcycle Loan,2025-08-07,699,22500,Cebu City,8,7,16.67,121955,Male,DEALER,50,24,Cebu City,Cebu,19509,Beat 110,Retail,Trading,Single,Honda,Sari-sari Store Owner,Rented,2,No,3,4,2026-01-26,True,0
PH12761674399095094756,Motorcycle Loan,2024-08-30,663,18000,Cagayan de Oro,20,6,23.84,90581,Male,ONLINE,19,36,Cagayan de Oro,Misamis Oriental,20133,ADV 160,Retail,Trading,Single,Honda,Employed,Living with Parents,1,No,0,32,2025-02-18,True,0
PH16409916396720813006,Motorcycle Loan,2025-08-17,-1,8500,General Santos,26,19,12.42,57620,Male,DEALER,51,12,General Santos,South Cotabato,13972,Click 125i,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,9,Yes,1,2,2026-02-08,True,0
PH10255659919213808102,Motorcycle Loan,2025-06-25,715,13000,Quiapo Manila,2,0,17.99,64927,Female,ONLINE,40,24,Manila,Metro Manila,12771,Mio Aerox,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,7,Yes,4,224,2025-11-18,True,1
PH10460382778649352739,Motorcycle Loan,2024-07-18,736,14000,Cagayan de Oro,11,6,15.97,134422,Male,DEALER,58,24,Cagayan de Oro,Misamis Oriental,12023,Barako II 175,Retail,Trading,Live-in,Kawasaki,Sari-sari Store Owner,Living with Parents,11,No,4,13,2024-12-16,True,0
PH13105566738000112740,Motorcycle Loan,2025-05-06,681,14000,Davao,13,0,18.31,95085,Male,DEALER,39,24,Davao City,Davao del Sur,14425,CT100,Retail,Trading,Single,Kawasaki,Sari-sari Store Owner,Owned,7,No,6,11,2025-09-24,True,0
PH14811910504930745672,Motorcycle Loan,2025-10-12,640,9500,Cubao QC,19,10,16.64,89532,Male,DEALER,54,12,Quezon City,Metro Manila,27045,Mio i 125,Retail,Trading,Widowed/Separated,Yamaha,Other Self Employed,Rented,1,Yes,0,172,2026-01-29,True,1
PH17556129072205230105,Motorcycle Loan,2025-10-17,-1,10500,Caloocan,7,7,12.16,81458,Female,DIRECT,20,18,Caloocan,Metro Manila,19019,Barako II 175,Manufacturing,Manufacturing,Single,Kawasaki,Other Self Employed,Owned,0,No,3,17,2026-04-25,True,0
PH10219053141029927622,Motorcycle Loan,2025-04-29,687,13500,Iloilo,10,7,23.92,74987,Male,DIRECT,26,18,Iloilo City,Iloilo,12927,NMAX 155,Transport,Services,Live-in,Yamaha,Tricycle/Jeepney Driver,Owned,7,No,1,0,2025-09-08,True,0
PH15852445403580611368,Motorcycle Loan,2025-07-28,658,15500,Iloilo,2,1,17.82,106209,Male,DIRECT,52,18,Iloilo City,Iloilo,14559,ADV 160,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Owned,18,No,1,29,2026-01-13,True,0
PH13624260391252571516,Motorcycle Loan,2024-08-01,-1,16500,Quiapo Manila,1,1,24.48,93767,Female,DEALER,39,24,Manila,Metro Manila,11154,Mio Aerox,Retail,Trading,Single,Yamaha,Sari-sari Store Owner,Owned,18,No,6,163,2024-11-18,True,1
PH15945638778281907796,Motorcycle Loan,2024-10-21,610,9500,Quiapo Manila,25,23,24.98,71656,Male,DEALER,45,36,Manila,Metro Manila,18645,TMX 125 Alpha,Retail,Trading,Live-in,Honda,Sari-sari Store Owner,Owned,4,Yes,6,5,2025-05-13,True,0
PH14245851489074633789,Motorcycle Loan,2025-06-02,641,13000,Caloocan,11,0,18.85,99445,Male,DIRECT,47,18,Caloocan,Metro Manila,13792,Click 125i,Construction,Services,Widowed/Separated,Honda,Construction Worker,Living with Parents,12,Yes,0,3,2025-10-08,True,0
PH11553047001676308850,Motorcycle Loan,2026-05-10,649,9500,General Santos,6,2,23.16,60285,Male,DEALER,52,18,General Santos,South Cotabato,16610,Click 125i,Transport,Services,Single,Honda,Tricycle/Jeepney Driver,Living with Parents,11,Yes,3,32,2026-11-16,False,0
PH18282657086809593952,Motorcycle Loan,2026-05-11,756,8500,Quiapo Manila,15,3,24.28,57066,Male,DIRECT,54,24,Manila,Metro Manila,20209,NMAX 155,Manufacturing,Manufacturing,Single,Yamaha,Employed,Owned,11,No,5,1,2026-11-14,False,0
PH16299065627071550275,Motorcycle Loan,2024-10-19,618,7000,General Santos,27,17,13.33,45936,Male,DIRECT,26,24,General Santos,South Cotabato,9927,Raider R150,Transport,Services,Married,Suzuki,Tricycle/Jeepney Driver,Rented,2,No,0,0,2025-03-21,True,0
PH17008920730810018731,Motorcycle Loan,2024-07-14,558,13000,Cagayan de Oro,23,10,15.26,92251,Male,DEALER,34,36,Cagayan de Oro,Misamis Oriental,13029,ADV 160,Transport,Services,Married,Honda,Tricycle/Jeepney Driver,Living with Parents,5,No,5,1,2024-11-20,True,0
PH11959437774525278487,Motorcycle Loan,2026-02-04,-1,8000,Quiapo Manila,22,14,23.16,49860,Male,DEALER,27,24,Manila,Metro Manila,49209,Raider R150,Manufacturing,Manufacturing,Single,Suzuki,Employed,Owned,2,No,4,10,2026-06-24,False,0
PH19556555867121474119,Motorcycle Loan,2025-10-11,679,7000,Cebu City,15,10,17.59,70465,Female,DEALER,30,12,Cebu City,Cebu,14520,NMAX 155,Transport,Services,Married,Yamaha,Tricycle/Jeepney Driver,Owned,10,No,0,2,2026-04-09,True,0
PH11725656374030552956,Motorcycle Loan,2025-02-13,564,21000,Cagayan de Oro,15,3,20.12,116127,Female,DIRECT,56,24,Cagayan de Oro,Misamis Oriental,10914,Mio i 125,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Rented,11,No,4,0,2025-07-30,True,0
PH15450024842415960671,Motorcycle Loan,2026-05-28,-1,23500,Cubao QC,25,24,20.42,123894,Female,DIRECT,58,36,Quezon City,Metro Manila,52459,Barako II 175,Government,Services,Married,Kawasaki,Employed,Living with Parents,1,No,4,0,2026-11-18,False,0
PH11172434681795778561,Motorcycle Loan,2025-02-18,-1,6500,Quiapo Manila,4,2,19.3,48691,Male,DEALER,34,24,Manila,Metro Manila,22935,Smash 115,Retail,Trading,Married,Suzuki,Sari-sari Store Owner,Owned,3,No,5,10,2025-08-14,True,0
PH12772708299672147141,Motorcycle Loan,2025-09-12,627,11500,Davao,30,0,16.4,109543,Female,DIRECT,47,18,Davao City,Davao del Sur,11418,Mio Aerox,Transport,Services,Single,Yamaha,Tricycle/Jeepney Driver,Owned,1,Yes,6,125,2025-12-16,True,1
PH19386184261890948461,Motorcycle Loan,2025-04-21,550,15000,Quiapo Manila,12,5,17.77,78403,Male,DEALER,36,24,Manila,Metro Manila,21454,Barako II 175,Government,Services,Single,Kawasaki,Employed,Living with Parents,15,Yes,4,213,2025-07-24,True,1
